TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
MOAR3;405,18;3,06;7,63;3,43;2,23;-1,70;669,48;592,49;6,75;6,54;-0,21;-0,11;45,21;12,12;-3,08;2,98;44,94;29,19;32,84;0,65;0,35;0,05;94,65;;1.032.330,89;118,16;53,10;-0,01;4.963.949.724,78
MODL11;14,40;0,44;45,81;2,50;0,57;120,12;32,34;20,69;29,30;29,40;;;9,48;;-0,88;;5,46;1,23;;0,23;0,77;0,06;;;10.501.250,70;5,87;0,32;;3.490.484.666,67
MODL3;5,83;0,35;56,32;3,08;0,69;120,12;32,34;20,69;36,02;29,40;;;11,65;;-1,08;;5,46;1,23;;0,23;0,77;0,06;;;355.805,00;1,96;0,11;;3.490.484.666,67
MODL4;4,28;0,49;40,51;2,21;0,50;120,12;32,34;20,69;25,91;29,40;;;8,38;;-0,78;;5,46;1,23;;0,23;0,77;0,06;;;682.251,48;1,96;0,11;;3.490.484.666,67
MOSI3;10,88;0,01;33,46;2,07;1,93;90,83;14,56;18,11;41,60;25,33;-16,27;-0,81;6,06;2,52;-11,10;13,23;6,17;5,76;3,70;0,93;0,07;0,32;;;18.390.664,91;5,27;0,33;;1.373.564.213,00
MOVI3;18,15;1,77;12,95;2,55;0,46;33,19;23,26;12,47;6,94;10,89;3,95;1,45;1,61;1,51;-0,85;2,95;19,70;3,55;6,11;0,18;0,82;0,28;27,48;10,21;56.615.009,42;7,06;1,39;0,01;6.419.992.963,92
MRFG3;19,42;1,05;3,47;3,20;0,31;16,79;11,11;5,30;1,65;3,50;1,85;3,58;0,18;2,45;-0,62;1,33;92,26;8,84;19,48;0,10;0,87;1,67;28,12;;137.288.554,00;6,05;5,59;0,02;13.308.870.825,25
MRSA3B;36,90;0,78;14,40;2,61;1,13;35,36;37,55;21,10;8,09;8,91;1,01;0,33;3,04;-20,28;-1,30;0,70;18,12;7,86;15,18;0,43;0,57;0,37;2,59;7,78;7.723,00;14,14;2,56;0,08;12.257.832.105,30
MRSA5B;45,43;0,70;17,73;3,21;1,39;35,36;37,55;21,10;9,96;8,91;1,01;0,33;3,74;-24,97;-1,61;0,70;18,12;7,86;15,18;0,43;0,57;0,37;2,59;7,78;6.557,50;14,14;2,56;0,10;12.257.832.105,30
MRSA6B;35,00;0,90;13,66;2,47;1,07;35,36;37,55;21,10;7,67;8,91;1,01;0,33;2,88;-19,23;-1,24;0,70;18,12;7,86;15,18;0,43;0,57;0,37;2,59;7,78;7.000,00;14,14;2,56;0,08;12.257.832.105,30
MRVE3;12,74;6,65;9,10;1,06;0,32;27,41;11,53;9,81;7,74;12,43;4,69;0,64;0,89;1,20;-0,62;2,26;11,66;3,54;5,96;0,30;0,68;0,36;6,89;0,85;57.540.080,88;12,01;1,40;0,31;6.089.054.166,13
MSPA3;48,31;;-8,21;0,38;0,22;26,91;-39,25;-30,29;-6,34;-7,31;-1,03;0,06;2,49;14,06;-0,24;1,38;-4,63;-2,72;-7,07;0,59;0,41;0,09;-2,17;;96.997,00;127,10;-5,88;0,27;306.862.787,95
MSPA4;45,00;;-7,65;0,35;0,21;26,91;-39,25;-30,29;-5,91;-7,31;-1,03;0,06;2,32;13,10;-0,22;1,38;-4,63;-2,72;-7,07;0,59;0,41;0,09;-2,17;;9.000,00;127,10;-5,88;0,25;306.862.787,95
MSRO3;702,50;;5.280,90;341,95;70,87;34,49;18,87;3,21;899,61;907,14;7,54;2,86;169,76;-432,79;-88,20;0,55;6,48;1,34;8,06;0,21;0,79;0,42;14,18;;;2,05;0,13;9,81;18.271.898.550,00
MTIG3;0,00;;0,00;0,00;0,00;11,57;5,69;2,30;0,00;16,21;14,76;;0,00;0,00;0,00;0,68;-7,70;2,38;9,46;-0,31;1,31;1,03;0,14;;;-116,33;8,95;0,00;7.723.008,00
MTIG4;48,00;;5,36;-0,41;0,13;11,57;5,69;2,30;2,17;16,21;14,76;;0,12;-0,47;-0,29;0,68;-7,70;2,38;9,46;-0,31;1,31;1,03;0,14;;52.981,50;-116,33;8,95;-0,07;7.723.008,00
MTRE3;9,80;4,55;19,51;1,06;0,77;34,61;10,49;9,72;18,06;10,53;-7,54;-0,44;1,90;1,44;-2,89;3,67;5,42;3,94;4,53;0,73;0,27;0,41;;;6.665.880,85;9,28;0,50;0,07;1.053.517.207,20
MTSA3;64,50;2,52;11,35;1,97;1,42;29,37;14,06;11,16;9,01;6,42;-0,39;-0,09;1,27;2,71;-6,22;3,13;17,32;12,55;12,73;0,72;0,28;1,12;10,62;28,09;9.450,00;32,82;5,68;0,37;445.058.786,60
MTSA4;35,31;5,07;6,21;1,08;0,78;29,37;14,06;11,16;4,93;6,42;-0,39;-0,09;0,69;1,49;-3,40;3,13;17,32;12,55;12,73;0,72;0,28;1,12;10,62;28,09;142.744,61;32,82;5,68;0,20;445.058.786,60
MULT3;21,36;2,13;14,98;2,01;1,20;74,32;92,29;82,34;13,37;15,46;2,13;0,32;12,34;12,68;-1,44;2,25;13,41;7,99;9,55;0,60;0,40;0,10;0,31;21,64;130.263.301,09;10,62;1,42;0,22;12.838.259.898,75
MWET3;58,85;;0,73;-2,41;0,54;14,17;43,58;83,25;1,40;1,39;0,57;;0,61;-6,28;-0,93;0,83;-328,58;73,69;-3.731,67;-0,22;1,23;0,89;-0,73;;74.411,56;-24,37;80,07;0,00;69.732.001,65
MWET4;21,60;;0,28;-0,91;0,20;14,17;43,58;83,25;0,53;1,39;0,57;;0,23;-2,36;-0,35;0,83;-328,58;73,69;-3.731,67;-0,22;1,23;0,89;-0,73;;443.009,64;-24,37;80,07;0,00;69.732.001,65
MYPK3;13,74;;17,89;0,59;0,16;11,54;6,33;1,01;2,85;8,28;5,44;1,12;0,18;1,48;-0,30;1,30;3,27;0,89;4,76;0,27;0,71;0,88;5,05;;22.310.661,91;23,41;0,77;-0,11;2.116.718.905,77
NAFG3;64,37;;11,80;2,76;1,15;41,15;16,49;9,34;6,68;5,06;1,17;0,48;1,10;3,20;-2,87;2,52;23,42;9,77;15,89;0,42;0,58;1,05;7,87;33,76;;23,30;5,46;-1,14;508.315.292,42
NAFG4;19,02;;3,49;0,82;0,34;41,15;16,49;9,34;1,97;5,06;1,17;0,48;0,33;0,94;-0,85;2,52;23,42;9,77;15,89;0,42;0,58;1,05;7,87;33,76;;23,30;5,46;-0,34;508.315.292,42
NEMO3;0,00;;0,00;0,00;0,00;44,54;39,13;9,53;0,00;4,29;4,29;14,36;0,00;0,00;0,00;2,96;81,56;3,16;10,74;0,04;0,86;0,33;24,40;;;23,13;18,86;0,00;0,00
NEMO5;52,97;;2,81;2,29;0,09;44,54;39,13;9,53;0,68;4,29;4,29;14,36;0,27;0,63;-0,11;2,96;81,56;3,16;10,74;0,04;0,86;0,33;24,40;;;23,13;18,86;-0,02;0,00
NEMO6;0,00;;0,00;0,00;0,00;44,54;39,13;9,53;0,00;4,29;4,29;14,36;0,00;0,00;0,00;2,96;81,56;3,16;10,74;0,04;0,86;0,33;24,40;;;23,13;18,86;0,00;0,00
NEOE3;16,20;3,25;5,13;0,87;0,26;24,54;17,80;10,20;2,94;7,02;4,08;1,21;0,52;6,56;-0,33;1,24;16,99;5,11;9,84;0,30;0,69;0,50;16,97;50,84;31.993.442,58;18,51;3,15;0,07;19.651.377.445,12
NGRD3;5,39;0,23;55,69;2,75;1,92;65,71;16,95;10,10;33,19;27,21;-5,98;-0,49;5,63;4,04;-4,82;4,71;4,93;3,44;4,70;0,70;0,30;0,34;;;22.735.030,52;1,96;0,10;0,43;1.291.163.205,30
NINJ3;12,65;;-27,95;2,10;1,91;92,40;-46,51;-44,33;-26,64;-13,07;13,57;-1,07;12,39;2,11;-428,24;11,10;-7,50;-6,83;-7,92;0,91;0,09;0,15;;;4.569.694,61;6,07;-0,46;;609.224.555,69
NORD3;17,00;;-96,13;-0,80;6,49;90,84;81,80;-64,59;75,90;101,03;25,13;;62,09;-2,40;-7,00;0,03;-0,83;-6,75;-1,43;-8,12;9,12;0,10;;;118.954,64;-21,27;-0,18;0,09;112.565.262,00
NRTQ3;0,00;;0,00;0,00;0,00;32,16;20,16;13,79;0,00;0,03;0,03;0,01;0,00;0,00;0,00;3,44;19,68;14,02;17,43;0,71;0,29;1,02;9,55;6,53;;14,30;2,81;0,00;0,00
NTCO3;52,27;;112,41;2,73;1,23;64,69;3,44;1,54;50,43;54,75;4,32;0,23;1,73;14,73;-1,83;1,34;2,43;1,09;2,77;0,45;0,55;0,71;36,13;;361.008.288,06;19,08;0,46;-0,72;72.068.407.720,14
NUTR3;230,00;;7,76;1,58;0,41;15,72;6,91;3,76;4,22;5,19;0,96;0,36;0,29;1,17;-0,99;2,45;20,31;5,24;23,12;0,26;0,74;1,39;16,61;;23.000,00;145,97;29,65;-0,09;29.427.120,00
ODER4;188,07;0,09;16,38;6,56;3,83;33,19;23,12;20,57;14,57;15,00;0,43;0,19;3,37;8,72;-14,56;2,48;40,05;23,39;22,96;0,58;0,42;1,14;8,36;;37.500,00;28,68;11,48;0,07;2.122.766.025,42
ODPV3;12,64;4,81;18,41;6,18;3,32;59,28;28,91;20,46;13,03;12,02;-0,94;-0,44;3,77;-1.015,36;-5,22;0,99;33,56;18,06;32,30;0,54;0,46;0,88;7,15;10,22;12.915.957,33;2,05;0,69;1,21;6.710.253.222,96
OFSA3;30,39;2,02;13,80;2,72;1,54;51,02;17,90;14,03;10,82;11,49;1,12;0,28;1,94;3,51;-3,80;3,82;19,69;11,17;14,12;0,57;0,43;0,80;6,45;5,33;859.815,33;11,16;2,20;0,10;1.575.850.465,26
OGXP3;1,63;;-2,15;-0,98;0,92;;;;-9,26;-9,26;0,00;;;-0,98;;0,51;-45,53;-43,02;10,57;-0,94;1,94;0,00;;;;-1,67;-0,76;0,02;52.747.073,84
OIBR3;1,01;;-1,86;1,02;0,08;26,23;-37,34;-71,79;-3,57;-18,60;-14,95;4,25;1,33;0,34;-0,19;1,67;-54,69;-4,28;-15,96;0,08;0,92;0,06;-19,43;;134.449.151,58;0,98;-0,54;0,02;6.138.351.571,40
OIBR4;1,81;;-3,36;1,84;0,14;26,23;-37,34;-71,79;-6,46;-18,60;-14,95;4,25;2,41;0,61;-0,35;1,67;-54,69;-4,28;-15,96;0,08;0,92;0,06;-19,43;;3.324.447,79;0,98;-0,54;0,04;6.138.351.571,40
OMGE3;32,80;;-59,68;1,83;0,63;36,76;37,22;-7,29;11,69;21,26;9,57;1,50;4,35;13,14;-0,70;1,75;-3,06;-1,05;5,14;0,34;0,63;0,14;50,40;62,86;23.497.472,42;17,88;-0,55;-0,04;6.382.643.002,20
ONCO3;16,02;;-37,07;-150,61;2,55;30,40;-10,88;-19,08;-65,00;-74,99;-9,95;;7,07;54,86;-3,91;1,15;-406,30;-6,88;-8,63;-0,02;0,93;0,36;;;83.894.903,43;-0,11;-0,43;;7.801.884.137,25
OPCT3;3,90;;-25,83;0,89;0,39;13,66;3,36;-4,54;34,90;52,48;17,58;0,45;1,17;2,19;-0,59;2,06;-3,43;-1,51;1,09;0,44;0,56;0,33;;;10.978.581,33;4,40;-0,15;-0,05;789.840.238,30
ORVR3;23,25;;-26,49;4,42;1,72;37,32;15,56;-16,49;28,08;28,66;0,59;0,09;4,37;8,40;-3,17;1,81;-16,69;-6,50;5,45;0,39;0,60;0,39;;;11.450.821,36;5,27;-0,88;0,13;1.651.208.806,70
OSXB3;8,62;;-0,03;0,00;0,02;94,89;-3.821,21;-5.619,94;-0,04;-7,26;-7,22;;1,63;-0,05;-0,02;0,04;-16,54;-62,71;59,36;-3,79;4,80;0,01;-44,40;;291.095,12;-1.796,42;-297,17;0,00;26.758.323,00
PARD3;20,99;1,59;12,26;3,37;1,33;30,93;18,99;11,66;7,52;7,80;0,33;0,15;1,43;12,51;-2,15;1,39;27,47;10,86;24,97;0,40;0,60;0,93;14,12;8,50;7.454.389,12;6,24;1,71;0,12;2.712.566.702,45
PATI3;85,00;2,79;7,98;2,62;1,17;22,13;17,29;11,18;5,16;5,60;0,47;0,24;0,89;2,05;-7,83;3,06;32,87;14,71;20,08;0,45;0,55;1,32;17,73;75,16;36.937,40;32,41;10,66;0,06;2.019.897.361,00
PATI4;71,00;3,34;6,66;2,19;0,98;22,13;17,29;11,18;4,31;5,60;0,47;0,24;0,75;1,71;-6,54;3,06;32,87;14,71;20,08;0,45;0,55;1,32;17,73;75,16;15.109,27;32,41;10,66;0,05;2.019.897.361,00
PCAR3;29,07;7,48;3,75;0,62;0,16;32,27;5,77;5,95;3,87;6,16;2,30;0,37;0,22;-30,37;-0,24;0,98;16,49;4,40;6,14;0,27;0,68;0,74;6,62;;86.292.209,33;47,08;7,76;0,01;7.729.009.646,40
PCAR4;72,11;;9,29;1,53;0,41;32,27;5,77;5,95;9,58;6,16;2,30;0,37;0,55;-75,27;-0,58;0,98;16,49;4,40;6,14;0,27;0,68;0,74;6,62;;;47,08;7,76;0,02;7.729.009.646,40
PDGR3;2,72;;-0,26;-0,03;0,10;24,50;-124,00;-199,11;-0,42;-3,56;-3,15;;0,52;-0,06;-0,44;0,32;-10,81;-38,53;9,78;-3,56;4,61;0,19;-35,22;;1.507.453,45;-98,48;-10,65;0,01;140.894.977,07
PDTC3;5,57;;11,02;3,37;1,07;35,63;10,56;12,71;13,27;13,75;0,55;0,14;1,40;2,75;-5,33;1,94;30,53;9,67;12,08;0,32;0,68;0,76;173,12;;980.467,52;1,60;0,49;0,02;414.214.833,12
PEAB3;71,26;42,58;1,78;1,58;1,38;92,22;3.112,42;2.155,32;1,23;0,82;-0,34;-0,44;38,33;3,12;-2,60;18,27;88,86;77,63;81,32;0,87;0,13;0,04;-8,83;78,06;24.846,25;45,10;40,07;0,00;862.703.413,53
PEAB4;63,01;52,97;1,57;1,40;1,22;92,22;3.112,42;2.155,32;1,09;0,82;-0,34;-0,44;33,89;2,75;-2,30;18,27;88,86;77,63;81,32;0,87;0,13;0,04;-8,83;78,06;16.669,36;45,10;40,07;0,00;862.703.413,53
PETR3;27,68;8,69;3,52;1,01;0,38;51,13;50,24;29,88;2,10;3,62;1,55;0,75;1,05;10,13;-0,46;1,31;28,75;10,87;20,44;0,38;0,62;0,36;-3,29;;417.852.699,18;27,30;7,85;-0,01;356.106.685.316,40
PETR4;26,87;8,94;3,42;0,98;0,37;51,13;50,24;29,88;2,04;3,62;1,55;0,75;1,02;9,84;-0,44;1,31;28,75;10,87;20,44;0,38;0,62;0,36;-3,29;;1.946.562.568,88;27,30;7,85;-0,01;356.106.685.316,40
PETZ3;25,96;0,20;164,76;18,43;5,31;47,98;7,72;3,51;74,79;74,99;0,74;0,18;5,78;78,62;-8,77;1,21;11,19;3,23;13,57;0,29;0,71;0,92;;;100.003.987,76;1,42;0,16;3,55;10.322.569.387,60
PFRM3;5,71;;7,17;0,65;0,18;14,34;2,42;1,67;4,95;8,79;3,84;0,50;0,12;0,84;-0,52;1,48;9,05;2,50;5,07;0,28;0,63;1,49;9,61;;2.146.979,61;8,80;0,80;0,01;704.494.678,37
PGMN3;12,71;;29,48;2,76;0,99;31,82;5,54;2,63;13,97;15,00;1,02;0,20;0,77;4,56;-2,20;1,65;9,36;3,36;13,98;0,36;0,64;1,28;8,17;25,42;13.719.388,39;4,61;0,43;0,43;5.551.701.085,62
PINE3;0,00;;0,00;0,00;0,00;15,29;-13,94;-8,49;0,00;-1,71;;;0,00;0,00;0,00;0,58;-8,09;-0,42;;0,05;0,95;0,05;4,73;;;5,23;-0,42;0,00;172.740.214,36
PINE4;2,42;;-5,72;0,46;0,02;15,29;-13,94;-8,49;-3,48;-1,71;;;0,49;-0,14;-0,03;0,58;-8,09;-0,42;;0,05;0,95;0,05;4,73;;1.543.263,42;5,23;-0,42;-0,14;172.740.214,36
PLAS3;12,24;;-1,70;-0,67;0,24;6,06;-10,84;-17,09;-2,68;-5,77;-3,09;;0,29;-0,96;-0,35;0,56;-39,64;-14,15;195,55;-0,36;1,36;0,83;-5,14;;59.671,64;-18,17;-7,20;0,00;152.087.116,32
PLPL3;3,97;4,97;5,35;2,78;0,70;33,96;14,94;13,08;4,68;5,25;0,57;0,34;0,70;0,87;-14,07;6,95;52,04;13,15;23,15;0,25;0,75;1,01;;;8.052.478,55;1,42;0,74;0,14;796.598.400,00
PMAM3;11,32;;-2,35;-1,31;0,14;2,40;-3,92;-4,38;-2,63;-17,35;-14,72;;0,10;-0,22;-0,24;0,38;-55,78;-6,07;-8,34;-0,11;1,11;1,39;-4,39;;4.505.100,45;-8,62;-4,81;0,03;499.144.263,50
PNVL3;17,17;0,79;32,78;2,52;1,21;30,20;3,39;2,60;25,15;30,00;4,84;0,49;0,85;3,97;-2,89;2,09;7,69;3,68;5,84;0,48;0,52;1,42;7,26;4,40;15.024.809,48;6,81;0,52;1,24;2.580.477.573,96
PNVL4;18,62;0,80;35,53;2,73;1,31;30,20;3,39;2,60;27,26;30,00;4,84;0,49;0,92;4,30;-3,13;2,09;7,69;3,68;5,84;0,48;0,52;1,42;7,26;4,40;100.442,22;6,81;0,52;1,35;2.580.477.573,96
POMO3;2,36;3,83;8,12;0,83;0,36;13,49;5,27;7,77;11,96;18,55;5,81;0,40;0,63;1,56;-0,73;1,84;10,22;4,43;2,30;0,43;0,56;0,57;5,56;0,36;1.035.578,70;2,83;0,29;0,05;2.364.409.714,44
POMO4;2,60;3,47;8,95;0,91;0,40;13,49;5,27;7,77;13,18;18,55;5,81;0,40;0,69;1,71;-0,80;1,84;10,22;4,43;2,30;0,43;0,56;0,57;5,56;0,36;16.315.782,27;2,83;0,29;0,06;2.364.409.714,44
POSI3;11,43;2,98;5,36;1,48;0,52;22,98;15,30;10,67;3,74;4,48;0,74;0,29;0,57;1,62;-2,65;1,66;27,56;9,68;18,53;0,35;0,65;0,91;3,53;;88.096.860,76;7,74;2,13;0,00;1.609.430.000,00
POWE3;12,70;0,42;60,67;1,20;0,78;8,09;3,65;1,55;25,75;10,51;-15,34;-0,72;0,94;1,47;-3,03;3,53;1,99;1,29;2,53;0,65;0,35;0,83;;;10.982.648,94;10,50;0,21;-0,78;1.126.064.991,36
PPAR3;14,60;;-22,05;0,02;0,01;;;;-7,77;8,78;16,55;-0,04;;0,45;-0,01;134,50;-0,09;-0,06;-0,26;0,71;0,29;0,00;;;;720,30;-0,66;0,46;1.080.400,00
PPLA11;6,97;;-456,24;2.452,28;13,03;;;;-456,24;-456,24;;;;;-2.452,28;1,00;-537,50;-2,86;;0,01;0,99;0,00;;;12.653,36;0,00;-0,02;4,58;19.702.662,00
PRIO3;17,17;;17,49;2,78;1,44;48,80;47,81;28,33;10,37;9,91;-0,45;-0,12;4,96;3,27;-3,03;6,10;15,92;8,22;13,47;0,52;0,48;0,29;49,72;32,61;250.762.280,45;6,17;0,98;0,21;14.597.858.643,90
PRNR3;7,60;;18,66;1,30;0,84;17,54;2,82;5,09;33,62;31,65;-1,84;-0,07;0,95;2,66;-2,00;2,22;6,96;4,53;-1,33;0,65;0,35;0,89;;;1.626.351,76;5,89;0,41;-0,10;294.457.432,66
PSSA3;56,82;5,10;10,44;1,97;0,48;100,00;8,82;8,93;10,57;5,20;-5,37;-1,00;0,93;5,28;-1,43;1,16;18,84;4,63;10,34;0,25;0,75;0,52;3,79;11,08;72.615.879,18;28,87;5,44;0,95;18.198.164.658,70
PTBL3;13,15;3,23;14,92;5,03;1,03;40,00;13,86;8,02;8,63;10,65;2,00;1,16;1,20;21,62;-1,81;1,12;33,74;6,89;20,11;0,20;0,80;0,86;4,66;19,48;53.982.833,55;2,61;0,88;0,21;2.018.153.454,66
PTCA11;0,00;;0,00;0,00;0,00;44,66;9,77;5,90;0,00;2,32;2,32;0,62;0,00;0,00;0,00;1,83;16,05;6,34;12,80;0,40;0,60;1,08;62,04;64,28;;14,36;2,31;0,00;0,00
PTCA3;0,00;;0,00;0,00;0,00;44,66;9,77;5,90;0,00;2,32;2,32;0,62;0,00;0,00;0,00;1,83;16,05;6,34;12,80;0,40;0,60;1,08;62,04;64,28;;14,36;2,31;0,00;0,00
PTNT3;14,98;;26,83;2,43;0,92;16,23;7,77;4,49;15,51;11,74;2,36;0,37;1,21;4,62;-1,89;1,63;9,06;3,43;6,93;0,38;0,53;0,76;1,60;-29,08;658.471,88;6,12;0,55;1,25;418.015.712,52
PTNT4;6,01;;10,94;0,99;0,38;16,23;7,77;4,49;6,33;11,74;2,36;0,37;0,49;1,88;-0,77;1,63;9,06;3,43;6,93;0,38;0,53;0,76;1,60;-29,08;393.680,91;6,12;0,55;0,51;418.015.712,52
QUAL3;19,83;11,90;14,06;3,33;1,27;80,06;29,61;19,25;9,15;10,57;1,43;0,52;2,71;-7,59;-1,92;0,67;23,70;9,04;13,27;0,38;0,62;0,47;3,21;10,41;69.690.737,94;5,95;1,41;2,96;5.614.963.205,25
QUSW3;0,00;;0,00;0,00;0,00;30,50;16,80;9,01;0,00;0,33;0,33;0,14;0,00;0,00;0,00;1,19;22,09;10,87;19,49;0,49;0,51;1,21;15,13;6,21;;64,67;14,28;0,00;0,00
QVQP3B;0,00;;0,00;0,00;0,00;;;;0,00;0,46;0,46;-0,95;;0,00;;;-203,23;-203,23;-206,45;1,00;0,00;0,00;;;;0,00;0,00;0,00;0,00
RADL3;25,53;0,45;56,83;9,06;3,01;29,67;5,89;3,36;32,42;33,13;0,99;0,28;1,91;19,35;-6,03;1,45;15,94;5,30;16,99;0,33;0,66;1,58;17,66;7,84;118.296.381,55;2,82;0,45;13,42;41.760.790.400,00
RAIL3;18,18;;51,82;2,18;0,79;33,68;27,94;8,46;15,70;21,00;5,31;0,74;4,39;7,88;-0,97;2,13;4,21;1,52;6,14;0,36;0,63;0,18;10,92;;165.752.632,55;8,33;0,35;-7,38;33.727.148.408,29
RAIZ4;6,80;;148,69;6,85;0,92;5,01;2,28;0,94;61,47;83,45;21,98;2,45;1,40;41,77;-1,65;1,05;4,61;0,62;1,69;0,13;0,86;0,66;;;182.246.821,60;0,99;0,05;;69.642.369.229,86
RANI3;7,31;4,27;10,15;2,14;0,95;34,55;21,71;14,02;6,56;7,47;0,91;0,30;1,42;3,31;-1,65;3,04;21,06;9,31;15,01;0,44;0,56;0,66;6,30;184,81;12.229.765,79;3,40;0,72;-0,01;1.863.788.906,10
RANI4;5,50;1,06;7,68;1,62;0,72;34,55;21,71;14,02;4,96;7,47;0,91;0,30;1,08;2,50;-1,25;3,04;21,06;9,31;15,01;0,44;0,56;0,66;6,30;184,81;644.391,25;3,40;0,72;-0,01;1.863.788.906,10
RAPT3;11,10;5,85;4,45;1,68;0,42;26,48;19,26;11,83;2,73;4,11;1,40;0,86;0,53;1,36;-1,03;2,08;37,77;9,41;13,75;0,25;0,68;0,79;11,59;;284.395,00;6,60;2,49;0,01;3.845.026.996,08
RAPT4;11,02;5,93;4,39;1,66;0,41;26,48;19,26;11,83;2,69;4,11;1,40;0,86;0,52;1,34;-1,02;2,08;37,77;9,41;13,75;0,25;0,68;0,79;11,59;;46.720.790,12;6,60;2,49;0,01;3.845.026.996,08
RCSL3;4,11;;434,03;-6,92;5,06;17,82;4,28;1,59;160,88;88,01;-1,69;;6,88;88,61;-10,34;1,13;-1,59;1,17;-4,29;-0,73;1,73;0,73;117,05;;16.667.064,91;-0,59;0,01;-3,54;174.006.724,38
RCSL4;1,37;;144,68;-2,31;1,69;17,82;4,28;1,59;53,63;88,01;-1,69;;2,29;29,54;-3,45;1,13;-1,59;1,17;-4,29;-0,73;1,73;0,73;117,05;;8.594.632,79;-0,59;0,01;-1,18;174.006.724,38
RDNI3;10,22;0,10;23,79;0,72;0,26;24,89;7,11;5,68;19,02;37,25;18,23;0,69;1,35;1,12;-0,45;2,09;3,03;1,07;1,13;0,35;0,64;0,19;-10,68;-15,50;335.060,55;14,20;0,43;-0,04;444.263.551,20
RDOR3;73,13;0,39;101,92;9,21;2,97;24,66;18,90;8,01;43,19;45,88;2,82;0,60;8,16;7,86;-5,60;5,10;9,04;2,91;7,05;0,32;0,67;0,36;;;153.315.462,52;7,89;0,71;-0,01;143.560.318.538,55
RECV3;15,19;;56,88;2,00;1,16;36,61;29,31;9,78;18,97;16,94;-2,04;-0,21;5,56;4,85;-2,00;2,31;3,52;2,03;6,79;0,58;0,42;0,21;;;11.379.185,70;7,61;0,27;;3.758.723.689,16
REDE3;6,92;12,83;10,03;3,97;0,63;25,40;20,76;11,23;5,43;7,59;2,17;1,59;1,13;10,43;-0,89;1,26;39,62;6,32;15,84;0,16;0,77;0,56;6,59;23,64;51.702,94;1,74;0,69;0,05;14.392.405.410,68
RENT3;55,03;0,69;25,00;6,04;1,93;33,90;22,13;14,49;16,38;19,17;2,79;1,03;3,62;33,88;-2,62;1,28;24,15;7,74;10,24;0,32;0,68;0,53;21,28;21,10;360.256.778,36;9,05;2,19;0,21;40.957.200.180,00
RLOG3;23,08;;82,76;4,26;0,23;34,71;29,67;1,85;5,17;12,09;6,92;5,71;1,53;1,49;-0,31;2,64;5,15;0,28;5,46;0,05;0,71;0,15;50,58;42,36;105.214.775,75;5,41;0,28;-2,42;10.691.215.482,28
RNEW11;8,67;;6,74;-0,34;0,11;21,54;-57,95;44,91;-5,22;-32,20;-26,98;;3,03;0,64;-0,20;1,58;-5,06;1,62;-5,69;-0,32;1,32;0,04;-29,67;-28,28;292.912,73;-25,29;1,28;-0,06;283.069.370,56
RNEW3;3,16;;7,55;-0,38;0,12;21,54;-57,95;44,91;-5,85;-32,20;-26,98;;3,39;0,71;-0,23;1,58;-5,06;1,62;-5,69;-0,32;1,32;0,04;-29,67;-28,28;621.984,58;-8,43;0,43;-0,07;283.069.370,56
RNEW4;2,76;;6,47;-0,33;0,10;21,54;-57,95;44,91;-5,02;-32,20;-26,98;;2,91;0,61;-0,20;1,58;-5,06;1,62;-5,69;-0,32;1,32;0,04;-29,67;-28,28;1.868.526,79;-8,43;0,43;-0,06;283.069.370,56
ROMI3;21,68;9,57;8,54;1,86;0,89;32,55;14,62;15,68;9,16;11,15;1,99;0,41;1,34;2,86;-2,28;2,03;21,82;10,38;11,00;0,48;0,52;0,66;9,91;88,47;23.970.795,39;11,61;2,53;0,10;1.589.146.089,74
RPAD3;7,28;;29,25;0,60;0,60;;;;29,38;25,46;-0,62;-0,01;;57,77;-0,61;4,26;2,05;2,04;2,04;1,00;0,00;0,00;-12,49;-8,01;18.316,43;12,15;0,25;-0,55;547.726.594,41
RPAD5;8,60;6,37;34,55;0,71;0,71;;;;34,70;25,46;-0,62;-0,01;;68,24;-0,72;4,26;2,05;2,04;2,04;1,00;0,00;0,00;-12,49;-8,01;16.626,94;12,15;0,25;-0,65;547.726.594,41
RPAD6;5,49;;22,05;0,45;0,45;;;;22,15;25,46;-0,62;-0,01;;43,56;-0,46;4,26;2,05;2,04;2,04;1,00;0,00;0,00;-12,49;-8,01;16.889,13;12,15;0,25;-0,42;547.726.594,41
RPMG3;3,43;;-0,82;-0,07;0,06;0,19;-15,63;-16,99;-0,89;-0,89;0,00;;0,14;-0,08;-0,92;0,55;-8,71;-7,52;8,00;-0,86;1,86;0,44;16,06;;2.128.960,52;-48,07;-4,18;0,04;228.120.789,73
